Time	X	Y	SaccadeFlag
774118	98.8	288.9	0
774119	98.9	289.1	0
774120	99	289.3	0
774121	99	289.6	0
774122	99	289.6	0
774123	99	289.6	0
774124	99	289.6	0
774125	99	289.8	0
774126	99.1	290	0
774127	99.1	290.2	0
774128	98.7	290.1	0
774129	98.2	290	0
774130	98.5	290.1	0
774131	99.2	290.3	0
774132	99.7	290.7	0
774133	99.6	291	0
774134	99.4	291.1	0
774135	99.4	291	0
774136	99.4	290.8	0
774137	99.3	290.8	0
774138	99.3	290.9	0
774139	99.5	291	0
774140	99.6	291.1	0
774141	99.2	290.8	0
774142	98.7	290.3	0
774143	97.9	289.8	0
774144	97.6	289.6	0
774145	97.5	289.4	0
774146	97.6	289.3	0
774147	97.8	289.2	0
774148	97	289.1	0
774149	96.2	289.1	0
774150	95.7	289	0
774151	96.1	288.5	0
774152	96.3	288	0
774153	95.7	287.6	0
774154	95.1	287.7	0
774155	94.9	288	0
774156	95.3	288.3	0
774157	95.7	288.9	0
774158	96	289.3	0
774159	96.1	289.8	0
774160	96.5	289.9	0
774161	96.8	289.7	0
774162	97.1	289.1	0
774163	97	288.6	0
774164	96.4	288.5	0
774165	95.9	288.5	0
774166	95.5	288.7	0
774167	96.1	289	0
774168	96.6	289.1	0
774169	97.1	289	0
774170	97	288.7	0
774171	96.8	288.8	0
774172	96.8	289.1	0
774173	96.8	289.3	0
774174	96.8	289.3	0
774175	96.9	289.2	0
774176	97	288.9	0
774177	96.5	288.7	0
774178	96	288.5	0
774179	95.7	288.7	0
774180	96.1	289	0
774181	96.6	289.3	0
774182	96.7	289.6	0
774183	96.8	289.8	0
774184	96.9	290	0
774185	97	290	0
774186	96.7	289.9	0
774187	96.3	289.8	0
774188	95.8	289.6	0
774189	95.7	289.4	0
774190	95.7	289.3	0
774191	95.9	289.2	0
774192	96.2	289.3	0
774193	96.3	289.5	0
774194	96.3	289.7	0
774195	96.3	289.5	0
774196	96.2	289.2	0
774197	96.3	288.9	0
774198	96.4	289	0
774199	96.5	289	0
774200	96.6	289.1	0
774201	96.2	289.4	0
774202	95.8	289.8	0
774203	95.4	290	0
774204	95	290	0
774205	94.6	289.7	0
774206	94.4	289.6	0
774207	94.4	289.5	0
774208	94.4	289.5	0
774209	94.4	289.8	0
774210	94.6	290.3	0
774211	94.6	290.8	0
774212	94.7	291	0
774213	94.7	290.9	0
774214	94.8	290.7	0
774215	95	290.9	0
774216	95.1	291.2	0
774217	95.5	291.6	0
774218	95.7	291.4	0
774219	95.9	291.2	0
774220	95.9	291.2	0
774221	95.8	291.3	0
774222	95.7	291.5	0
774223	95.7	291.3	0
774224	95.6	291.2	0
774225	95.7	291.1	0
774226	95.8	291.1	0
774227	96	291.1	0
774228	96.1	291	0
774229	96.1	291	0
774230	96.1	291.1	0
774231	96	291.3	0
774232	95.9	291.5	0
774233	95.8	291.8	0
774234	95.6	291.9	0
774235	95.7	292.3	0
774236	95.7	292.4	0
774237	95.8	292.5	0
774238	95.7	292.5	0
774239	95.7	292.3	0
774240	95.6	292.2	0
774241	95.8	292.1	0
774242	95.9	292.3	0
774243	96	292.6	0
774244	96.7	292.7	0
774245	97.5	292.6	0
774246	98	292.4	0
774247	97.7	292.1	0
774248	97.4	292	0
774249	97.2	292	0
774250	97	292.2	0
774251	96.8	292.4	0
774252	96.7	292.6	0
774253	96.7	292.4	0
774254	96.7	292.3	0
774255	96.7	292.2	0
774256	96.7	292.1	0
774257	96.7	292.1	0
774258	96.7	292.1	0
774259	96.9	292.2	0
774260	97.1	292.3	0
774261	97	292.5	0
774262	96.8	292.5	0
774263	96.5	292.4	0
774264	96.6	292.4	0
774265	96.4	292.5	0
774266	96.2	292.5	0
774267	96.2	292.4	0
774268	96.4	292.3	0
774269	96.7	292	0
774270	96.8	291.6	0
774271	96.7	291.8	0
774272	96.4	292.3	0
774273	96.1	292.8	0
774274	96	292.8	0
774275	96.1	292.7	0
774276	96.2	292.5	0
774277	96.3	292.4	0
774278	96.3	292.3	0
774279	96.3	292.3	0
774280	96.3	292.3	0
774281	96.4	292.4	0
774282	96.7	292.4	0
774283	96.9	292.1	0
774284	97.1	291.7	0
774285	97.1	291.4	0
774286	97.1	291.4	0
774287	97.1	291.6	0
774288	97.2	291.8	0
774289	97.2	291.9	0
774290	97.2	291.7	0
774291	97.1	291.6	0
774292	97.1	291.8	0
774293	97.1	292.1	0
774294	97.2	292.4	0
774295	97.5	292.3	0
774296	97.7	291.9	0
774297	98	291.6	0
774298	98.1	291.5	0
774299	98.2	291.6	0
774300	97.9	291.8	0
774301	97.5	292	0
774302	97.2	292.1	0
774303	97.2	292.3	0
774304	97.3	292.3	0
774305	97.6	292.2	0
774306	98	292.3	0
774307	98.4	292.3	0
774308	98.4	292.3	0
774309	98.4	292.6	0
774310	98.4	293	0
774311	98.4	293	0
774312	98.6	292.7	0
774313	98.8	292.2	0
774314	99	291.9	0
774315	99.2	291.7	0
774316	99.4	291.7	0
774317	99.7	291.7	0
774318	99.9	292	0
774319	99.5	292.4	0
774320	99.1	292.5	0
774321	98.9	292.3	0
774322	99	292.1	0
774323	99.2	292.1	0
774324	99.1	292.1	0
774325	99.1	292.1	0
774326	99.1	292	0
774327	98.9	291.8	0
774328	98.8	292.1	0
774329	98.5	292.5	0
774330	98.3	293	0
774331	98.5	293.1	0
774332	98.8	292.8	0
774333	99	292.6	0
774334	98.9	292.3	0
774335	98.7	292.4	0
774336	98.6	292.4	0
774337	98.5	292.5	0
774338	98.6	292.3	0
774339	98.7	292	0
774340	98.8	291.8	0
774341	98.9	291.6	0
774342	98.9	291.6	0
774343	98.8	291.5	0
774344	99	291.9	0
774345	99.1	292.2	0
774346	99.3	292.5	0
774347	99.2	292.6	0
774348	99.1	292.6	0
774349	99	292.8	0
774350	98.9	294	1
774351	100	295.8	1
774352	101.3	297.3	1
774353	103.7	298.7	1
774354	106.5	301.2	1
774355	111	303.7	1
774356	116.8	307.2	1
774357	122.1	309.8	1
774358	126.9	312.3	1
774359	131.8	314.6	1
774360	137.8	317.2	1
774361	145.4	321.1	1
774362	152.6	324.8	1
774363	158.1	327.5	1
774364	162.1	330.6	1
774365	166.1	333.6	1
774366	169.7	336.8	1
774367	174.1	339.2	1
774368	177.3	342	1
774369	180.6	345.4	1
774370	181.7	349.2	1
774371	182.4	352.1	1
774372	183.5	356.3	1
774373	184.5	360.6	1
774374	184.3	365	1
774375	183.4	368.7	1
774376	182.4	372.6	1
774377	181.5	375.6	1
774378	180.6	378.9	1
774379	179.7	380.8	1
774380	179.3	382.9	1
774381	178.9	383.3	1
774382	178.8	383.4	1
774383	178.9	383.4	1
774384	179.1	383.3	1
774385	180.1	382.9	1
774386	181.2	382.5	1
774387	182.2	382.3	1
774388	182.2	382.3	1
774389	182.2	382.6	1
774390	182.1	382.8	1
774391	182.1	383.1	1
774392	182.1	383	1
774393	182.1	382.7	1
774394	182	382.1	1
774395	181.9	381.3	1
774396	181.9	380.6	1
774397	182.2	380.2	0
774398	182.5	379.8	0
774399	182.9	379.4	0
774400	183.1	379.2	0
774401	183.6	379.2	0
774402	183.9	379.3	0
774403	184.2	379.3	0
774404	184.2	379.3	0
774405	184.2	379.3	0
774406	184.5	379.3	0
774407	185	379.4	0
774408	185.5	379.7	0
774409	186	380.1	0
774410	186.2	380.4	0
774411	186.2	380.7	0
774412	186.1	381.1	0
774413	186	381.6	0
774414	186	382.1	0
774415	186	382.4	0
774416	186.4	382.4	0
774417	186.7	382.1	0
774418	186.9	382	0
774419	186.2	382.3	0
774420	185.6	382.7	0
774421	185.1	382.7	0
774422	185.3	382.2	0
774423	185.4	381.7	0
774424	185.6	381.2	0
774425	185.5	381	0
774426	185.3	380.8	0
774427	185.1	380.7	0
774428	185.4	380.7	0
774429	185.7	380.8	0
774430	185.9	380.7	0
774431	185.7	380.7	0
774432	185.6	381.2	0
774433	185.7	381.8	0
774434	185.5	382.3	0
774435	185.3	382.3	0
774436	185.3	382.2	0
774437	185.5	382.2	0
774438	186	382.2	0
774439	186.1	382.5	0
774440	186.3	382.8	0
774441	186.2	383.1	0
774442	186.2	383.2	0
774443	186.5	383.4	0
774444	187.1	383.6	0
774445	187.7	383.9	0
774446	187.5	384.1	0
774447	186.9	384	0
774448	186.4	383.9	0
774449	186.6	383.8	0
774450	186.7	383.3	0
774451	186.9	382.8	0
774452	187.1	382.4	0
774453	187.3	382.5	0
774454	187.5	382.9	0
774455	187.5	383.2	0
774456	187.4	383.3	0
774457	187.4	383.4	0
774458	187.5	383.4	0
774459	187.5	383.6	0
774460	187.3	383.7	0
774461	187.1	383.5	0
774462	186.9	383.3	0
774463	186.9	383.6	0
774464	187.4	384.1	0
774465	187.9	384.5	0
774466	188.3	384.3	0
774467	188.2	384.2	0
774468	188.3	384.2	0
774469	188.3	384.1	0
774470	188.4	384.1	0
774471	188.6	384.1	0
774472	188.4	384.1	0
774473	188.2	384.2	0
774474	188	384.4	0
774475	188	384.6	0
774476	188.2	384.8	0
774477	188.4	384.8	0
774478	188.5	384.8	0
774479	188.5	384.8	0
774480	188.7	385.1	0
774481	188.9	385.5	0
774482	189	385.9	0
774483	188.9	385.9	0
774484	188.7	385.9	0
774485	188.6	385.9	0
774486	188.9	385.9	0
774487	189.2	385.9	0
774488	189.1	386	0
774489	188.7	386.1	0
774490	188.3	386.3	0
774491	188.5	386.4	0
774492	188.4	385.6	0
774493	188.4	384.7	0
774494	188.9	383.9	0
774495	189.5	384.1	0
774496	189.7	384.3	0
774497	189.5	384.4	0
774498	189.2	384.4	0
774499	189.4	384.2	0
774500	189.6	384.1	0
774501	189.7	384.2	0
774502	189.4	384.4	0
774503	188.5	384.5	0
774504	187.9	384.7	0
774505	187.2	384.9	0
774506	187.1	384.9	0
774507	187.4	384.6	0
774508	187.9	384.4	0
774509	188.1	383.8	0
774510	187.9	383.3	0
774511	187.7	383.1	0
774512	187.7	383.5	0
774513	187.8	383.9	0
774514	187.3	383.8	0
774515	186.9	383.6	0
774516	186.8	383.5	0
774517	187.3	383.7	0
774518	187.8	384	0
774519	187.9	384.3	0
774520	187.9	384.3	0
774521	187.3	384.2	0
774522	186.7	384.1	0
774523	186.6	384	0
774524	187.2	383.8	0
774525	187.8	383.7	0
774526	187.8	383.5	0
774527	187.3	383.7	0
774528	186.8	383.8	0
774529	186.4	383.8	0
774530	186.6	383.7	0
774531	186.9	383.7	0
774532	187.1	383.6	0
774533	187.2	383.5	0
774534	187.3	383.4	0
774535	187.3	383.4	0
774536	187.4	383.2	0
774537	187.4	383.1	0
774538	187.4	383.4	0
774539	187.5	383.9	0
774540	187.5	384.2	0
774541	187.4	383.9	0
774542	187	383.7	0
774543	186.6	383.6	0
774544	186.3	383.5	0
774545	186.6	383.3	0
774546	186.4	383	0
774547	186.2	382.9	0
774548	185.8	382.7	0
774549	186.1	382.6	0
774550	186.3	382.5	0
774551	186.6	382.6	0
774552	186.5	383.2	0
774553	186.4	383.7	0
774554	186.4	384.1	0
774555	186.7	384	0
774556	186.9	384.2	0
774557	187	384.4	0
774558	186.9	384.7	0
774559	186.8	384.9	0
774560	186.8	385.1	0
774561	187	385.2	0
774562	187.2	385.4	0
774563	187.4	385.4	0
774564	187.4	385.3	0
774565	187.3	385.1	0
774566	187.1	384.7	0
774567	186.9	384.4	0
774568	186.9	384.1	0
774569	187.1	384.3	0
774570	186.8	384.4	0
774571	186.6	384.5	0
774572	186.5	384.6	0
774573	186.7	384.6	0
774574	186.9	384.5	0
774575	187	384.7	0
774576	187.2	384.8	0
774577	187	385	0
774578	186.7	384.7	0
774579	186.2	384.6	0
774580	186.1	384.4	0
774581	186.1	384.3	0
774582	186.4	385.3	0
774583	187.1	386.3	0
774584	187.7	387.3	0
774585	188.1	387.1	0
774586	188.1	387	0
774587	188	386.9	0
774588	188	386.8	0
774589	188	386.9	0
774590	187.9	386.9	0
774591	187.8	387	0
774592	187.4	387	0
774593	187	386.9	0
774594	186.6	386.9	0
774595	186.6	386.8	0
774596	186.6	386.4	0
774597	186.6	385.8	0
774598	185.8	385.6	1
774599	185	386	1
774600	183.8	388	1
774601	182.8	390.9	1
774602	181.1	394	1
774603	177.8	397.4	1
774604	173.9	400.3	1
774605	169.1	403.5	1
774606	164	406.3	1
774607	158.5	409.3	1
774608	152.5	413.1	1
774609	146.8	415.6	1
774610	140.8	417.5	1
774611	135.3	419.1	1
774612	129.9	420.9	1
774613	125.4	422.2	1
774614	121.5	422.5	1
774615	119.6	422.5	1
774616	116.8	422.5	1
774617	114.9	422.6	1
774618	113.5	422.7	1
774619	113.9	423.1	1
774620	114.3	423.4	1
774621	115	423.7	1
774622	115.8	425	1
774623	116.5	426.7	1
774624	116.6	429	1
774625	117.2	430.5	1
774626	118.4	431.8	1
774627	119.7	432.4	1
774628	120.7	432.6	1
774629	121.1	433.2	1
774630	122.6	434.3	1
774631	124.1	435.4	1
774632	125.7	435.7	1
774633	126.7	435	1
774634	127.1	434.5	1
774635	127.4	434.1	1
774636	127.6	433.5	1
774637	127.8	432.2	1
774638	127.4	430.5	1
774639	126.7	429.5	1
774640	126	429.1	1
774641	125.9	429.3	1
774642	125.6	429.6	1
774643	125.1	429.9	1
774644	124.1	430.4	1
774645	123.4	430.8	1
774646	122.9	431.3	1
774647	122.9	431.9	1
774648	123.1	432.5	1
774649	123.1	432.8	1
774650	123.1	432.8	1
774651	123.2	432.8	1
774652	123.4	432.9	1
774653	123.5	432.8	1
774654	123.3	432.7	1
774655	122.9	432.4	1
774656	122.6	432.1	1
774657	122.4	431.8	1
774658	122.3	431.8	1
774659	122.3	431.7	1
774660	122.4	431.8	1
774661	122.2	432.1	1
774662	121.9	432.4	1
774663	121.5	432.7	1
774664	121.5	433.1	0
774665	121.7	433.4	0
774666	121.8	433.6	0
774667	121.8	433.7	0
774668	121.8	433.5	0
774669	121.7	433.3	0
774670	121.7	433	0
774671	121.7	433.1	0
774672	121.2	432.8	0
774673	120.6	432.5	0
774674	120.1	432.1	0
774675	120.1	432	0
774676	120.5	431.9	0
774677	121	432.1	0
774678	121.6	432.5	0
774679	121.8	433.2	0
774680	121.9	433.7	0
774681	121.9	434	0
774682	122	434	0
774683	122	433.8	0
774684	121.8	433.6	0
774685	121.5	433.4	0
774686	121.2	433.3	0
774687	121.2	433.4	0
774688	121.2	433.4	0
774689	121.2	433.4	0
774690	121.3	433.2	0
774691	121.5	433	0
774692	121.5	432.8	0
774693	121.3	433.1	0
774694	121.1	433.3	0
774695	120.4	433.5	0
774696	119.6	433.3	0
774697	118.9	433.1	0
774698	118.9	432.8	0
774699	119	432.7	0
774700	119.2	432.7	0
774701	119.5	433.6	0
774702	119.9	434.5	0
774703	119.7	435	0
774704	119.4	434.6	0
774705	119	434.1	0
774706	119.3	434	0
774707	119.5	434.2	0
774708	119.8	434.3	0
774709	120.3	434.5	0
774710	120.8	434.3	0
774711	120.8	434.2	0
774712	120.3	433.9	0
774713	119.8	433.9	0
774714	119.8	433.9	0
774715	119.6	433.9	0
774716	119.5	434	0
774717	119.5	434.2	0
774718	119.5	434.4	0
774719	119.2	434.5	0
774720	118.8	434.4	0
774721	118.6	434.4	0
774722	118.8	434.6	0
774723	119.1	434.7	0
774724	119.1	434.6	0
774725	118.9	434.4	0
774726	118.5	434.3	0
774727	118	434.3	0
774728	117.9	434.3	0
774729	118.5	434.3	0
774730	119	434.5	0
774731	119.4	434.8	0
774732	119.1	435.1	0
774733	118.7	435.1	0
774734	118.6	434.8	0
774735	118.6	434.5	0
774736	118.7	434.5	0
774737	118.8	434.6	0
774738	118.9	434.7	0
774739	119	434.8	0
774740	118.7	434.9	0
774741	118.3	434.9	0
774742	118.2	434.7	0
774743	118.5	434.7	0
774744	118.8	434.7	0
774745	118.7	434.9	0
774746	118.5	435	0
774747	118.8	434.8	0
774748	118.9	434.4	0
774749	119.1	434.1	0
774750	119.1	434.2	0
774751	119.2	434.3	0
774752	119.4	434.6	0
774753	119.5	434.9	0
774754	119.6	435.2	0
774755	119.7	435.2	0
774756	119.7	435.2	0
774757	119.8	435	0
774758	119.8	434.8	0
774759	119.9	434.6	0
774760	119.9	434.4	0
774761	119.7	434.1	0
774762	119.4	434	0
774763	119.1	434	0
774764	119.1	434.1	0
774765	119.3	434.2	0
774766	119.4	434.2	0
774767	119.6	434.3	0
774768	119.7	434.3	0
774769	119.9	434.4	0
774770	120	434.6	0
774771	120.1	434.9	0
774772	120.2	435.3	0
774773	120	435.4	0
774774	119.7	435.3	0
774775	119.4	435.2	0
774776	119.1	435.1	0
774777	118.8	435	0
774778	118.4	434.9	0
774779	118.5	434.9	0
774780	118.9	434.9	0
774781	119.3	434.6	0
774782	119.4	434.4	0
774783	119.1	434.2	0
774784	118.9	434.2	0
774785	118.6	434	0
774786	119.2	433.8	0
774787	119.7	433.9	0
774788	119.9	434.2	0
774789	119.5	434.5	0
774790	119.1	434.5	0
774791	118.8	434.6	0
774792	118.4	434.5	0
774793	118	434.5	0
774794	118	434.4	0
774795	117.9	434.5	0
774796	117.9	434.7	0
774797	117.6	434.9	0
774798	117.3	435.1	0
774799	117.2	435.2	0
774800	117.6	435.4	0
774801	117.8	435.4	0
774802	117.8	434.7	0
774803	117.5	433.9	0
774804	117.4	433.3	0
774805	117.3	433.6	0
774806	117.3	433.8	0
774807	117.5	434	0
774808	117.6	434.1	0
774809	117.8	434.1	0
774810	117.8	434	0
774811	117.8	434	0
774812	118	434.1	0
774813	118.1	434.1	0
774814	118	434	0
774815	117.9	433.9	0
774816	117.9	433.8	0
774817	117.8	433.7	0
774818	117.8	433.5	0
774819	118	433.5	0
774820	118.2	433.8	0
774821	118.1	434.1	0
774822	118	434.2	0
774823	118	434.1	0
774824	118.3	434.1	0
774825	118.9	434.2	0
774826	119.4	434.3	0
774827	119.7	434.5	0
774828	119.6	434.7	0
774829	119.6	434.7	0
774830	119.6	434.5	0
774831	119.7	434.3	0
774832	119.6	434.5	0
774833	119.6	434.5	0
774834	119.5	434.3	0
774835	119.4	434.2	0
774836	119.4	434.1	0
774837	119.9	434.1	0
774838	120.3	434.6	0
774839	120.4	435.1	0
774840	119.9	435.1	0
774841	119.3	434.6	0
774842	117.8	434.3	1
774843	115.9	434.6	1
774844	113.7	436.2	1
774845	111	437.5	1
774846	107.7	439.2	1
774847	104.8	440.6	1
774848	101.1	442.6	1
774849	97.6	444.6	1
774850	92.3	446.3	1
774851	88	448	1
774852	83.1	449.9	1
774853	78.2	451	1
774854	73.8	451.7	1
774855	68.7	452.5	1
774856	65.4	453.3	1
774857	62.1	453.4	1
774858	61.2	452.8	1
774859	59.6	451.6	1
774860	58.9	451.1	1
774861	58.7	449.9	1
774862	59.3	449.2	1
774863	61.3	448.5	1
774864	63.2	448.5	1
774865	66.3	448.3	1
774866	68.5	448.2	1
774867	71.1	448.5	1
774868	72.6	449	1
774869	73.8	449.8	1
774870	74.4	450.3	1
774871	75.3	451.3	0
774872	76.6	452.1	0
774873	77.6	453.1	0
774874	78.1	453.6	0
774875	78.1	454	0
774876	78	454	0
774877	78	453.3	0
774878	78	452.8	0
774879	78	452.2	0
774880	78.1	452.2	0
774881	78.4	452	0
774882	78.8	451.8	0
774883	79.1	451.4	0
774884	79	451	0
774885	78.7	450.8	0
774886	78.4	451.2	0
774887	78.3	451.7	0
774888	77.9	451.9	0
774889	77.4	451.9	0
774890	76.7	452.1	0
774891	76.5	452.5	0
774892	76.5	452.8	0
774893	76.6	452.9	0
774894	76.7	452.8	0
774895	76.8	452.9	0
774896	76.9	453	0
774897	76.6	453	0
774898	76.3	453.1	0
774899	76.2	453.1	0
774900	76.4	453.2	0
774901	76.6	453.3	0
774902	76.7	453.5	0
774903	76.7	453.6	0
774904	76.8	453.6	0
774905	76.7	453.4	0
774906	76.6	453.3	0
774907	76.5	453.3	0
774908	76.4	452.9	0
774909	76.4	452.4	0
774910	76.4	451.9	0
774911	76.5	451.7	0
774912	75.9	451.6	0
774913	75.3	451.7	0
774914	74.7	451.8	0
774915	74.7	451.9	0
774916	74.6	451.9	0
774917	74.6	451.8	0
774918	75	451.9	0
774919	75.4	452	0
774920	75.9	452.2	0
774921	75.9	452.3	0
774922	76.2	452.4	0
774923	76.4	452	0
774924	76.5	451.5	0
774925	76.3	451.1	0
774926	75.9	451.1	0
774927	75.6	451.4	0
774928	75.4	451.7	0
774929	75.4	451.9	0
774930	75.4	451.9	0
774931	75.4	451.9	0
774932	74.9	451.9	0
774933	74.3	451.5	0
774934	74.5	451	0
774935	75	450.4	0
774936	75.4	450.4	0
774937	75.3	450.6	0
774938	75.2	451.1	0
774939	75.2	451.6	0
774940	75.8	451.7	0
774941	76.5	451.5	0
774942	76.7	451.4	0
774943	76.4	451.2	0
774944	76.2	451.2	0
774945	76.5	451.2	0
774946	76.8	451.3	0
774947	77.3	451.4	0
774948	77.8	451.4	0
774949	77.8	451.3	0
774950	77.3	451	0
774951	76.9	450.7	0
774952	77	450.5	0
774953	77.2	450.5	0
774954	77.4	450.4	0
774955	77.5	450.4	0
774956	77.6	450.4	0
774957	76.9	450.4	0
774958	76.2	450.8	0
774959	75.6	451.3	0
774960	75.9	451.4	0
774961	76.3	451.2	0
774962	76.9	451.1	0
774963	77.4	450.6	0
774964	77.5	450.1	0
774965	77.5	449.7	0
774966	77.1	449.7	0
774967	76.8	450	0
774968	76.6	450.6	0
774969	76.8	451.2	0
774970	77.1	451.8	0
774971	77.3	451.9	0
774972	77.6	451.9	0
774973	77.7	451.7	0
774974	77.7	451.6	0
774975	77.6	451.5	0
774976	77.3	451.3	0
774977	76.8	450.5	0
774978	76.3	449.8	0
774979	76	449.8	0
774980	75.9	450.3	0
774981	75.8	451	0
774982	75.7	451.3	0
774983	75.7	451.5	0
774984	75.7	451.6	0
774985	75.7	451.5	0
774986	75.9	451.2	0
774987	76.3	450.9	0
774988	76.7	450.7	0
774989	76.9	450.9	0
774990	76.6	450.9	0
774991	76.4	450.8	0
774992	76.2	450.8	0
774993	75.6	450.9	0
774994	74.9	451.4	0
774995	74.4	451.7	0
774996	74.6	452	0
774997	74.8	451.9	0
774998	74.8	451.8	0
774999	74.8	451.8	0
775000	75	451.8	0
775001	75	451.8	0
775002	75	451.7	0
775003	75.7	451.2	0
775004	76.5	450.8	0
775005	77.3	450.5	0
775006	77.2	450.6	0
775007	77.1	450.7	0
775008	77.2	450.7	0
775009	77.2	450.9	0
775010	77.1	451.3	0
775011	77	451.6	0
775012	76.5	451.7	0
775013	76.3	451.5	0
775014	76.1	451.5	0
775015	76.1	451.4	0
775016	76.2	451.3	0
775017	76.2	451.1	0
775018	76.5	450.9	0
775019	76.8	450.9	0
775020	76.6	451	0
775021	76.3	451	0
775022	76	451.1	0
775023	76.3	451.2	0
775024	76.5	451.3	0
775025	76.4	451.3	0
775026	76.3	451.4	0
775027	76.2	451.5	0
775028	76.3	451.5	0
775029	76.5	451.1	0
775030	76.7	450.8	0
775031	77	450.6	0
775032	77.2	450.9	0
775033	77	451.3	0
775034	76.8	451.5	0
775035	76.6	451.3	0
775036	76.6	451.1	0
775037	76.6	451.1	0
775038	76.6	451.2	0
775039	76.5	451.3	0
775040	76.2	451.5	0
775041	75.9	451.6	0
775042	75.7	451.2	0
775043	75.5	450.6	0
775044	76.2	450	0
775045	77.7	449.8	1
775046	79.8	450.3	1
775047	81.4	451.1	1
775048	85.9	451.8	1
775049	92.3	451.9	1
775050	100.1	451.8	1
775051	108.4	451.7	1
775052	117.6	451.6	1
775053	130	451	1
775054	142.5	450.4	1
775055	157.3	449.7	1
775056	172.1	449.5	1
775057	188.5	448.2	1
775058	203	446	1
775059	219.5	443.3	1
775060	235	441.7	1
775061	251.9	440.9	1
775062	266.8	440.5	1
775063	282	440.1	1
775064	296.6	439.5	1
775065	308.6	439.2	1
775066	320.7	438.8	1
775067	331.5	438.6	1
775068	344.4	438.5	1
775069	356.6	439.9	1
775070	369.8	441.3	1
775071	384.7	443.1	1
775072	400.7	443.8	1
775073	418	444.5	1
775074	434	444.2	1
775075	447.5	443.7	1
775076	459.2	443.2	1
775077	470.5	442.4	1
775078	482	441.8	1
775079	493.7	441.1	1
775080	505.3	440	1
775081	518	438.9	1
775082	531.1	436.9	1
775083	543.7	435.7	1
775084	555.4	434.1	1
775085	567.2	433.1	1
775086	578.1	431.5	1
775087	591.2	430.4	1
775088	603.9	429.5	1
775089	616.1	429.5	1
775090	627.3	429.6	1
775091	637.4	429.8	1
775092	648.9	430.1	1
775093	659.9	430.5	1
775094	670.1	431.3	1
775095	678.9	432.4	1
775096	685.5	433.3	1
775097	691.2	434.1	1
775098	695	434.5	1
775099	697.1	434.8	1
775100	697.8	434.8	1
775101	697.8	434.8	1
775102	696.8	435	1
775103	695	435.1	1
775104	692.3	434.9	1
775105	690	434	1
775106	688.2	433.2	1
775107	686.8	432.8	1
775108	686.1	432.5	1
775109	686	431.7	1
775110	686.8	430.8	1
775111	688	430.3	1
775112	689.7	430.4	1
775113	690.9	430.6	0
775114	692.7	430.7	0
775115	693.5	430.6	0
775116	694.7	430.2	0
775117	694.9	429.8	0
775118	695.1	429.8	0
775119	695	430.3	0
775120	695.1	430.8	0
775121	695.1	431.2	0
775122	694.8	431.6	0
775123	694.3	431.8	0
775124	693.7	431.8	0
775125	693.4	431.8	0
775126	693.2	432.1	0
775127	693.1	432.6	0
775128	693.3	433.1	0
775129	693.5	433.3	0
775130	693.6	433.4	0
775131	693.9	433.6	0
775132	694.2	434.1	0
775133	694.5	434.9	0
775134	694.6	435.5	0
775135	694.6	435.8	0
775136	694.6	435.8	0
775137	694.6	435.8	0
775138	694.6	435.7	0
775139	694.7	435.6	0
775140	694.7	435.5	0
775141	694.5	435.3	0
775142	694.3	435.1	0
775143	693.9	435	0
775144	693.7	435	0
775145	693.7	434.7	0
775146	693.9	434.6	0
775147	694.2	434.5	0
775148	694.1	434.3	0
775149	694	433.8	0
775150	693.9	433.3	0
775151	693.9	433.4	0
775152	693.9	433.6	0
775153	693.9	434	0
775154	693.8	434.2	0
775155	694	434.5	0
775156	694.2	434.3	0
775157	694.4	434.1	0
775158	694.4	434	0
775159	694.5	434.3	0
775160	694.4	434.5	0
775161	694.3	434.6	0
775162	694.2	434.4	0
775163	694.2	434.3	0
775164	694.4	434.2	0
775165	694.1	434.1	0
775166	693.8	434.4	0
775167	694	434.9	0
775168	694.5	435.4	0
775169	695	435.5	0
775170	694.9	435.5	0
775171	694.8	435.4	0
775172	695	435.5	0
775173	695.3	435.5	0
775174	695.6	435.5	0
775175	695.8	435.5	0
775176	695.8	435.3	0
775177	695.3	435.1	0
775178	694.6	434.9	0
775179	694.1	434.8	0
775180	694.2	434.7	0
775181	694.2	434.7	0
775182	694.1	434.7	0
775183	694.1	434.8	0
775184	694.2	434.3	0
775185	694.4	433.9	0
775186	694.5	433.3	0
775187	694.6	433.1	0
775188	694.6	432.9	0
775189	694.7	432.8	0
775190	694.6	432.7	0
775191	694.6	432.9	0
775192	694.6	433.3	0
775193	694.5	433.7	0
775194	694.5	434	0
775195	694.6	434.4	0
775196	694.8	434.8	0
775197	695.2	436	0
775198	695.6	436.7	0
775199	695.8	437.4	0
775200	696.3	437.4	0
775201	696.8	437.4	0
775202	697	436.9	0
775203	696.8	436.3	0
775204	696.6	435.8	0
775205	696.8	435.9	0
775206	696.8	435.9	0
775207	696.3	435.8	0
775208	695.8	435.8	0
775209	695.5	435.9	0
775210	695.6	435.7	0
775211	695.7	435.1	0
775212	695.7	434.4	0
775213	695.7	434.1	0
775214	695.7	434.3	0
775215	695.7	434.6	0
775216	695.6	434.2	0
775217	695.5	433.7	0
775218	695.4	433.1	0
775219	695.2	433.1	0
775220	695.2	433.1	0
775221	695.1	433.2	0
775222	694.5	433.3	0
775223	693.7	433.1	0
775224	693.5	432.8	0
