SampleTime	X	Y	SacFlagEyeLink	SacFlagNystrom
2841879	514.60	395.20	0	0
2841880	514.50	395.20	0	0
2841881	513.60	395.10	0	0
2841882	512.80	394.90	0	0
2841883	512.00	395.80	0	0
2841884	512.00	397.00	0	0
2841885	512.00	397.60	0	0
2841886	512.20	397.00	0	0
2841887	512.70	396.50	0	0
2841888	513.10	396.40	0	0
2841889	513.10	396.30	0	0
2841890	512.80	396.20	0	0
2841891	512.60	396.10	0	0
2841892	512.50	396.10	0	0
2841893	512.30	395.80	0	0
2841894	513.00	395.00	0	0
2841895	514.00	394.20	0	0
2841896	514.20	393.50	0	0
2841897	513.30	393.40	0	0
2841898	512.50	393.20	0	0
2841899	512.80	393.30	0	0
2841900	513.10	393.00	0	0
2841901	513.40	392.60	0	0
2841902	513.20	392.10	0	0
2841903	512.90	391.80	0	0
2841904	512.70	391.70	0	0
2841905	512.80	391.90	0	0
2841906	513.00	392.20	0	0
2841907	513.50	392.50	0	0
2841908	513.80	392.60	0	0
2841909	513.90	392.80	0	0
2841910	513.70	393.30	0	0
2841911	512.80	393.80	0	0
2841912	512.00	393.80	0	0
2841913	512.10	393.40	0	0
2841914	512.90	393.30	0	0
2841915	513.10	393.60	0	0
2841916	512.70	393.60	0	0
2841917	512.40	393.30	0	0
2841918	512.60	392.90	0	0
2841919	512.50	393.00	0	0
2841920	512.40	393.00	0	0
2841921	512.50	393.20	0	0
2841922	512.90	393.50	0	0
2841923	513.00	393.90	0	0
2841924	512.70	394.60	0	0
2841925	512.30	395.20	0	0
2841926	512.00	395.20	0	0
2841927	511.80	394.80	0	0
2841928	511.60	394.40	0	0
2841929	511.40	394.40	0	0
2841930	510.80	394.00	0	0
2841931	510.30	393.60	0	0
2841932	510.00	393.10	0	0
2841933	510.50	393.00	0	0
2841934	510.90	393.00	0	0
2841935	511.10	392.90	0	0
2841936	511.00	392.80	0	0
2841937	511.00	393.20	0	0
2841938	511.00	393.70	0	0
2841939	511.00	394.30	0	0
2841940	511.20	394.40	0	0
2841941	511.40	394.70	0	0
2841942	511.60	394.80	0	0
2841943	511.70	394.90	0	0
