SampleTime	X	Y	SacFlagEyeLink	SacFlagNystrom
2863488	444.30	386.40	0	0
2863489	444.20	386.30	0	0
2863490	443.80	386.20	0	0
2863491	442.90	386.30	0	0
2863492	442.10	386.20	0	0
2863493	441.60	386.00	0	0
2863494	442.10	385.80	0	0
2863495	442.70	385.70	0	0
2863496	443.10	385.30	0	0
2863497	443.00	384.50	0	0
2863498	442.80	383.70	0	0
2863499	442.70	383.40	0	0
2863500	442.70	383.60	0	0
2863501	442.50	383.80	0	0
2863502	442.20	384.00	0	0
2863503	442.00	384.10	0	0
2863504	441.90	384.50	0	0
2863505	442.70	384.90	0	0
2863506	443.40	385.00	0	0
2863507	444.30	384.60	0	0
2863508	444.40	384.30	0	0
2863509	444.10	384.30	0	0
2863510	443.80	384.40	0	0
2863511	443.40	384.50	0	0
2863512	442.80	384.60	0	0
2863513	442.20	384.80	0	0
2863514	441.60	384.80	0	0
2863515	441.30	384.60	0	0
2863516	441.10	384.50	0	0
2863517	440.80	384.60	0	0
2863518	440.80	384.70	0	0
2863519	440.80	384.80	0	0
2863520	440.80	384.70	0	0
2863521	440.80	385.10	0	0
2863522	441.00	385.60	0	0
2863523	441.10	386.10	0	0
2863524	441.30	386.40	0	0
2863525	441.70	386.60	0	0
2863526	442.20	386.50	0	0
2863527	442.40	386.00	0	0
2863528	442.20	385.80	0	0
2863529	442.30	385.80	0	0
2863530	442.60	386.00	0	0
2863531	442.90	386.00	0	0
2863532	442.60	385.70	0	0
2863533	442.30	385.40	0	0
2863534	442.40	385.20	0	0
2863535	442.50	385.50	0	0
2863536	442.50	385.70	0	0
2863537	441.80	386.00	0	0
2863538	441.50	385.60	0	0
2863539	441.30	385.20	0	0
2863540	441.60	384.70	0	0
2863541	441.80	384.70	0	0
2863542	442.10	384.60	0	0
2863543	442.30	384.30	0	0
2863544	442.00	384.10	0	0
2863545	441.70	384.90	0	0
2863546	441.50	385.90	0	0
2863547	442.10	386.20	0	0
2863548	442.80	385.60	0	0
2863549	442.90	385.30	0	0
2863550	442.30	385.70	0	0
2863551	441.50	385.60	0	0
2863552	441.00	385.20	0	0
2863553	440.90	384.80	0	0
2863554	441.10	384.90	0	0
2863555	441.40	384.80	0	0
2863556	441.60	384.80	0	0
2863557	441.80	384.80	0	0
2863558	441.90	385.00	0	0
2863559	441.80	385.20	0	0
2863560	441.90	385.10	0	0
2863561	442.00	384.80	0	0
2863562	442.20	384.50	0	0
2863563	442.10	384.40	0	0
2863564	441.90	385.20	0	0
2863565	441.60	386.10	0	0
2863566	441.40	386.80	0	0
2863567	441.40	386.40	0	0
2863568	441.60	386.30	0	0
2863569	441.60	386.30	0	0
2863570	441.60	386.30	0	0
2863571	442.00	386.00	0	0
2863572	442.60	385.80	0	0
2863573	442.60	385.80	0	0
2863574	442.00	386.00	0	0
2863575	441.10	385.50	0	0
2863576	440.80	384.90	0	0
2863577	440.50	384.40	0	0
2863578	440.50	384.50	0	0
2863579	440.40	384.90	0	0
2863580	440.30	385.20	0	0
2863581	441.00	385.60	0	0
2863582	441.80	385.70	0	0
2863583	442.50	385.70	0	0
2863584	442.60	385.50	0	0
2863585	442.60	385.20	0	0
2863586	442.60	385.00	0	0
2863587	442.50	385.30	0	0
2863588	442.30	385.80	0	0
2863589	442.00	386.30	0	0
2863590	441.80	386.40	0	0
2863591	441.80	385.90	0	0
2863592	441.70	385.60	0	0
2863593	441.50	385.40	0	0
2863594	441.40	385.70	0	0
2863595	441.60	385.90	0	0
2863596	441.90	385.70	0	0
2863597	441.60	385.30	0	0
2863598	441.10	384.90	0	0
2863599	440.60	384.90	0	0
2863600	440.70	385.20	0	0
2863601	440.90	385.40	0	0
2863602	440.90	385.40	0	0
2863603	440.90	385.30	0	0
2863604	440.70	385.20	0	0
2863605	440.40	385.10	0	0
2863606	440.10	385.00	0	0
2863607	440.00	384.90	0	0
2863608	440.20	384.80	0	0
2863609	440.50	385.00	0	0
2863610	440.50	385.30	0	0
2863611	440.30	385.50	0	0
2863612	441.10	385.20	0	0
2863613	442.20	385.00	0	0
2863614	443.30	385.00	0	0
2863615	442.80	384.80	0	0
2863616	442.30	384.70	0	0
2863617	441.80	384.50	0	0
2863618	441.40	384.40	0	0
2863619	441.20	384.40	0	0
2863620	440.90	385.00	0	0
2863621	441.10	385.70	0	0
2863622	441.00	386.70	0	0
2863623	441.30	387.10	0	0
2863624	441.80	387.50	0	0
2863625	442.40	387.30	0	0
2863626	442.60	387.00	0	0
2863627	442.60	386.70	0	0
2863628	442.50	386.70	0	0
2863629	442.30	386.40	0	0
2863630	442.10	386.10	0	0
2863631	442.00	385.80	0	0
2863632	441.70	385.50	0	0
2863633	441.50	385.40	0	0
2863634	441.60	385.20	0	0
2863635	441.80	385.30	0	0
2863636	441.90	385.90	0	0
2863637	441.70	386.50	0	0
2863638	441.70	387.10	0	0
2863639	441.70	387.10	0	0
2863640	441.70	387.50	0	0
2863641	441.60	387.80	0	0
2863642	441.50	387.90	0	0
2863643	441.50	387.80	0	0
2863644	441.80	387.90	0	0
2863645	442.30	388.10	0	0
2863646	442.70	388.20	0	0
2863647	442.60	387.20	0	0
2863648	442.50	386.10	0	0
2863649	442.30	385.50	0	0
2863650	442.40	386.00	0	0
2863651	442.10	386.60	0	0
2863652	442.10	387.10	0	0
2863653	442.00	387.50	0	0
2863654	441.80	387.70	0	0
2863655	441.60	387.40	0	0
2863656	441.90	386.50	0	0
2863657	442.30	385.90	0	0
2863658	442.80	385.40	0	0
2863659	442.60	385.50	0	0
2863660	442.20	385.60	0	0
2863661	441.90	385.30	0	0
2863662	441.70	385.00	0	0
2863663	441.70	384.80	0	0
2863664	441.80	385.00	0	0
2863665	441.60	385.60	0	0
2863666	441.10	386.00	0	0
2863667	440.70	386.30	0	0
2863668	440.60	386.20	0	0
2863669	441.00	385.80	0	0
2863670	441.50	385.50	0	0
2863671	441.90	386.00	0	0
2863672	441.80	386.90	0	0
2863673	441.80	387.70	0	0
2863674	442.10	387.30	0	0
2863675	442.40	386.80	0	0
2863676	442.50	386.30	0	0
2863677	442.40	386.10	0	0
2863678	441.30	386.00	0	0
2863679	440.20	386.10	0	0
2863680	439.40	386.30	0	0
