SampleTime	X	Y	SacFlagEyeLink	SacFlagNystrom
2883015	434.50	373.40	0	0
2883016	433.70	374.00	0	0
2883017	432.90	374.50	0	0
2883018	431.90	374.50	0	0
2883019	431.70	374.20	0	0
2883020	432.30	373.90	0	0
2883021	432.70	373.30	0	0
2883022	432.70	372.90	0	0
2883023	431.90	372.40	0	0
2883024	431.40	372.30	0	0
2883025	431.40	372.20	0	0
2883026	431.50	372.10	0	0
2883027	431.50	372.00	0	0
2883028	432.10	372.10	0	0
2883029	432.60	372.50	0	0
2883030	432.70	372.70	0	0
2883031	432.10	372.70	0	0
2883032	431.60	373.50	0	0
2883033	431.60	374.70	0	0
2883034	431.90	375.30	0	0
2883035	432.20	374.80	0	0
2883036	432.60	374.30	0	0
2883037	432.80	374.40	0	0
2883038	433.10	374.50	0	0
2883039	433.10	374.60	0	0
2883040	433.00	374.80	0	0
2883041	432.80	374.90	0	0
2883042	432.70	375.50	0	0
2883043	432.70	376.10	0	0
2883044	432.70	376.50	0	0
2883045	432.70	376.20	0	0
2883046	432.10	376.00	0	0
2883047	431.60	376.00	0	0
2883048	431.00	376.10	0	0
2883049	430.80	376.10	0	0
2883050	431.00	376.00	0	0
2883051	431.50	376.10	0	0
2883052	432.10	376.40	0	0
2883053	432.10	376.70	0	0
2883054	431.90	376.00	0	0
2883055	431.70	375.10	0	0
2883056	431.80	374.40	0	0
2883057	431.80	374.60	0	0
2883058	431.70	374.20	0	0
2883059	432.00	373.60	0	0
2883060	432.20	373.40	0	0
2883061	432.30	373.80	0	0
2883062	432.30	374.30	0	0
2883063	432.50	374.80	0	0
2883064	433.20	375.30	0	0
2883065	433.80	375.60	0	0
2883066	434.00	375.30	0	0
2883067	433.80	375.10	0	0
2883068	433.80	374.80	0	0
2883069	434.00	374.80	0	0
2883070	434.20	375.00	0	0
2883071	434.10	375.20	0	0
2883072	434.30	375.10	0	0
2883073	434.40	374.70	0	0
2883074	434.00	374.50	0	0
2883075	433.40	374.40	0	0
2883076	432.90	374.40	0	0
2883077	432.80	374.10	0	0
2883078	432.60	373.80	0	0
2883079	432.60	373.50	0	0
2883080	432.70	373.40	0	0
2883081	432.40	373.30	0	0
2883082	431.80	373.80	0	0
2883083	431.20	374.10	0	0
2883084	431.20	374.50	0	0
2883085	431.50	374.30	0	0
2883086	431.90	374.40	0	0
2883087	432.30	374.80	0	0
2883088	432.30	375.20	0	0
2883089	432.40	374.80	0	0
2883090	432.50	374.10	0	0
2883091	432.80	373.00	0	0
2883092	433.00	372.70	0	0
2883093	433.20	372.40	0	0
2883094	433.50	372.50	0	0
2883095	433.60	372.70	0	0
2883096	433.50	373.70	0	0
2883097	433.30	374.70	0	0
2883098	433.20	375.20	0	0
2883099	433.30	374.80	0	0
2883100	433.40	374.60	0	0
2883101	433.40	374.70	0	0
2883102	433.50	374.80	0	0
2883103	434.10	374.70	0	0
2883104	434.70	374.90	0	0
2883105	435.20	375.10	0	0
2883106	435.00	374.90	0	0
2883107	433.60	374.50	0	0
2883108	432.20	374.00	0	0
2883109	431.40	373.90	0	0
2883110	432.00	374.70	0	0
2883111	432.60	375.40	0	0
2883112	432.80	376.10	0	0
2883113	432.30	375.80	0	0
2883114	431.80	375.70	0	0
