SampleTime	X	Y	SacFlagEyeLink	SacFlagNystrom
2849678	406.90	353.20	0	0
2849679	406.40	352.70	0	0
2849680	406.90	352.80	0	0
2849681	407.80	353.40	0	0
2849682	408.70	353.80	0	0
2849683	408.30	353.70	0	0
2849684	408.00	353.50	0	0
2849685	407.80	353.50	0	0
2849686	408.10	353.30	0	0
2849687	408.10	353.10	0	0
2849688	408.00	353.20	0	0
2849689	408.00	353.50	0	0
2849690	408.00	353.80	0	0
2849691	408.20	353.80	0	0
2849692	408.70	353.80	0	0
2849693	409.10	353.80	0	0
2849694	409.30	353.90	0	0
2849695	408.90	354.00	0	0
2849696	408.40	354.10	0	0
2849697	408.20	354.00	0	0
2849698	407.60	353.90	0	0
2849699	406.90	353.70	0	0
2849700	406.40	353.60	0	0
2849701	406.60	353.80	0	0
2849702	406.90	353.80	0	0
2849703	407.30	353.70	0	0
2849704	407.50	353.40	0	0
2849705	407.70	353.30	0	0
2849706	407.70	353.10	0	0
2849707	407.70	353.40	0	0
2849708	407.70	353.80	0	0
2849709	407.70	354.40	0	0
2849710	407.80	354.80	0	0
2849711	407.90	355.10	0	0
2849712	408.00	355.00	0	0
2849713	408.00	354.90	0	0
2849714	408.20	354.70	0	0
2849715	408.30	354.90	0	0
2849716	408.20	355.00	0	0
2849717	407.90	355.10	0	0
2849718	407.60	354.80	0	0
2849719	407.60	354.30	0	0
2849720	407.60	354.10	0	0
2849721	407.60	354.40	0	0
2849722	407.70	354.70	0	0
2849723	407.90	353.80	0	0
2849724	408.00	352.90	0	0
2849725	407.70	352.90	0	0
2849726	407.50	353.80	0	0
2849727	407.30	354.60	0	0
2849728	407.40	354.30	0	0
2849729	407.30	354.60	0	0
2849730	407.10	354.90	0	0
2849731	407.20	355.30	0	0
2849732	407.40	355.10	0	0
2849733	407.60	355.00	0	0
2849734	407.20	354.50	0	0
2849735	406.90	353.90	0	0
2849736	406.80	353.60	0	0
2849737	406.80	353.90	0	0
2849738	406.90	354.30	0	0
2849739	406.50	354.30	0	0
2849740	406.20	353.60	0	0
2849741	406.10	352.90	0	0
2849742	406.70	352.30	0	0
2849743	406.90	352.30	0	0
2849744	406.80	352.60	0	0
2849745	407.20	352.70	0	0
2849746	407.80	352.80	0	0
2849747	408.40	353.30	0	0
2849748	408.30	353.80	0	0
2849749	408.30	354.40	0	0
2849750	408.40	354.30	0	0
2849751	408.70	354.10	0	0
2849752	408.90	354.10	0	0
2849753	409.10	354.10	0	0
2849754	409.20	354.20	0	0
2849755	409.00	354.30	0	0
2849756	408.70	354.40	0	0
2849757	408.30	354.50	0	0
2849758	408.20	354.40	0	0
2849759	408.80	354.20	0	0
2849760	409.40	354.10	0	0
2849761	410.50	354.00	0	0
2849762	411.00	353.90	0	0
2849763	410.30	354.40	0	0
2849764	409.10	355.00	0	0
2849765	407.90	355.80	0	0
2849766	407.90	355.90	0	0
2849767	407.80	355.50	0	0
2849768	407.50	354.90	0	0
2849769	407.40	353.90	0	0
2849770	407.40	353.40	0	0
2849771	408.60	353.50	0	0
2849772	409.70	354.20	0	0
2849773	410.10	354.90	0	0
2849774	409.60	355.00	0	0
2849775	409.00	355.10	0	0
2849776	409.10	355.10	0	0
2849777	409.20	355.00	0	0
2849778	409.20	355.00	0	0
2849779	409.20	354.80	0	0
2849780	409.20	354.60	0	0
2849781	409.40	354.20	0	0
2849782	409.80	353.90	0	0
2849783	410.20	353.60	0	0
2849784	410.20	353.50	0	0
2849785	409.80	353.50	0	0
2849786	408.80	353.40	0	0
2849787	408.00	353.40	0	0
2849788	407.90	353.10	0	0
2849789	408.50	352.80	0	0
2849790	409.20	352.70	0	0
2849791	409.20	352.80	0	0
2849792	409.20	353.00	0	0
2849793	409.50	353.50	0	0
2849794	409.70	354.00	0	0
2849795	409.10	354.50	0	0
2849796	408.20	354.70	0	0
2849797	408.00	355.10	0	0
2849798	408.60	355.10	0	0
2849799	409.20	354.70	0	0
2849800	408.80	354.20	0	0
2849801	408.60	354.50	0	0
2849802	408.30	355.00	0	0
2849803	408.30	355.50	0	0
2849804	408.20	355.40	0	0
2849805	408.10	355.40	0	0
2849806	408.40	354.80	0	0
2849807	408.50	354.50	0	0
2849808	408.40	354.40	0	0
2849809	407.90	354.80	0	0
2849810	407.90	354.80	0	0
2849811	408.20	354.40	0	0
2849812	408.50	354.10	0	0
2849813	408.80	354.30	0	0
2849814	409.10	354.80	0	0
2849815	409.40	354.30	0	0
2849816	409.40	353.60	0	0
2849817	409.30	353.30	0	0
2849818	409.00	353.70	0	0
2849819	408.80	354.00	0	0
2849820	408.40	354.00	0	0
2849821	408.10	353.90	0	0
2849822	407.50	353.80	0	0
2849823	407.20	353.60	0	0
2849824	406.70	354.10	0	0
2849825	406.40	354.50	0	0
2849826	407.30	355.00	0	0
2849827	408.50	354.90	0	0
2849828	409.30	354.90	0	0
2849829	409.00	355.10	0	0
2849830	409.50	355.20	0	0
2849831	410.40	355.40	0	0
2849832	410.10	355.50	0	0
2849833	408.90	355.50	0	0
2849834	408.20	355.60	0	0
2849835	408.70	355.60	0	0
2849836	409.20	355.20	0	0
2849837	409.30	354.50	0	0
2849838	409.50	354.00	0	0
2849839	409.10	354.20	0	0
2849840	408.40	354.80	0	0
2849841	407.70	355.00	0	0
2849842	407.60	354.90	0	0
2849843	407.80	354.60	0	0
2849844	408.40	354.80	0	0
2849845	409.00	354.90	0	0
2849846	409.30	355.00	0	0
2849847	409.00	355.00	0	0
2849848	408.70	355.10	0	0
2849849	408.40	355.20	0	0
2849850	408.50	355.60	0	0
2849851	409.00	355.80	0	0
2849852	409.40	355.80	0	0
2849853	409.70	355.50	0	0
2849854	409.50	355.30	0	0
2849855	409.30	355.40	0	0
2849856	409.20	355.30	0	0
2849857	409.10	355.30	0	0
2849858	409.40	355.10	0	0
2849859	409.80	355.10	0	0
2849860	409.90	355.10	0	0
2849861	409.40	355.40	0	0
2849862	408.90	355.70	0	0
2849863	408.60	356.20	0	0
2849864	408.60	356.40	0	0
2849865	409.20	356.80	0	0
2849866	409.90	357.10	0	0
2849867	410.00	356.80	0	0
2849868	409.40	356.40	0	0
2849869	408.80	355.90	0	0
2849870	408.60	356.10	0	0
2849871	409.30	356.30	0	0
2849872	410.10	356.40	0	0
2849873	411.00	356.30	0	0
2849874	411.30	356.00	0	0
2849875	411.50	355.50	0	0
2849876	411.80	355.00	0	0
2849877	411.70	354.80	0	0
2849878	411.50	354.80	0	0
2849879	411.40	354.80	0	0
2849880	410.80	354.90	0	0
2849881	410.30	354.90	0	0
2849882	409.60	354.90	0	0
2849883	409.50	355.00	0	0
2849884	409.60	355.10	0	0
2849885	409.80	355.10	0	0
2849886	409.90	355.10	0	0
2849887	409.60	355.60	0	0
2849888	409.40	356.10	0	0
2849889	409.30	356.70	0	0
2849890	409.50	356.80	0	0
2849891	409.90	356.80	0	0
2849892	410.10	356.80	0	0
2849893	410.30	356.90	0	0
2849894	409.90	357.00	0	0
2849895	409.70	357.10	0	0
2849896	409.50	356.90	0	0
2849897	409.60	356.60	0	0
2849898	409.70	356.30	0	0
2849899	409.80	356.00	0	0
2849900	409.70	355.60	0	0
2849901	409.60	355.30	0	0
2849902	409.60	355.40	0	0
2849903	409.50	356.10	0	0
2849904	409.30	356.70	0	0
2849905	409.20	357.40	0	0
2849906	408.90	357.30	0	0
2849907	408.70	356.90	0	0
2849908	408.40	356.70	0	0
2849909	408.30	356.40	0	0
2849910	408.40	356.30	0	0
2849911	408.90	356.20	0	0
2849912	409.40	355.90	0	0
2849913	409.50	355.70	0	0
2849914	409.00	355.70	0	0
2849915	408.50	355.90	0	0
2849916	408.00	356.20	0	0
2849917	407.50	356.50	0	0
2849918	407.10	356.80	0	0
2849919	407.50	357.00	0	0
2849920	407.90	357.00	0	0
2849921	408.20	357.30	0	0
2849922	407.80	357.50	0	0
2849923	407.40	357.20	0	0
2849924	407.20	356.70	0	0
2849925	406.80	356.20	0	0
2849926	406.80	356.30	0	0
2849927	407.20	356.30	0	0
2849928	407.50	356.40	0	0
2849929	407.90	356.60	0	0
2849930	408.00	356.90	0	0
2849931	408.30	356.90	0	0
2849932	408.60	356.80	0	0
2849933	408.80	356.50	0	0
2849934	408.80	356.10	0	0
2849935	408.80	355.60	0	0
2849936	408.30	355.40	0	0
2849937	407.70	355.90	0	0
2849938	407.10	356.40	0	0
2849939	407.10	357.00	0	0
2849940	407.20	356.30	0	0
2849941	407.40	355.70	0	0
2849942	407.50	355.10	0	0
2849943	407.40	355.20	0	0
2849944	407.10	355.50	0	0
2849945	407.30	355.70	0	0
2849946	407.60	355.90	0	0
2849947	407.80	355.90	0	0
2849948	407.00	356.50	0	0
2849949	406.10	357.00	0	0
2849950	405.30	356.90	0	0
2849951	405.10	356.50	0	0
2849952	404.90	355.90	0	0
2849953	404.70	355.70	0	0
2849954	405.10	356.00	0	0
2849955	405.90	356.50	0	0
2849956	406.70	357.00	0	0
2849957	406.50	357.00	0	0
2849958	406.00	357.10	0	0
2849959	405.60	357.20	0	0
2849960	405.60	357.40	0	0
2849961	406.00	357.60	0	0
2849962	406.40	357.70	0	0
2849963	406.80	357.80	0	0
2849964	406.80	357.80	0	0
2849965	406.80	357.80	0	0
2849966	406.90	357.80	0	0
2849967	406.70	357.80	0	0
2849968	406.50	357.90	0	0
2849969	406.10	358.00	0	0
2849970	405.70	358.20	0	0
2849971	405.40	358.30	0	0
2849972	405.40	357.80	0	0
2849973	405.60	357.30	0	0
2849974	405.70	356.80	0	0
2849975	405.70	356.90	0	0
2849976	405.60	357.00	0	0
2849977	405.60	357.90	0	0
2849978	405.50	358.80	0	0
2849979	405.50	358.70	0	0
2849980	406.10	357.70	0	0
2849981	406.70	356.60	0	0
2849982	407.00	356.60	0	0
2849983	406.60	356.80	0	0
2849984	406.30	357.00	0	0
2849985	406.10	357.20	0	0
2849986	406.10	357.30	0	0
2849987	406.10	357.40	0	0
2849988	406.30	357.50	0	0
2849989	406.50	357.50	0	0
2849990	406.80	358.00	0	0
2849991	406.90	358.20	0	0
2849992	406.90	358.30	0	0
2849993	406.80	358.00	0	0
2849994	406.80	357.60	0	0
2849995	406.90	357.30	0	0
2849996	407.10	357.10	0	0
2849997	407.20	357.20	0	0
2849998	405.80	357.30	0	0
2849999	404.50	357.90	0	0
2850000	404.50	358.40	0	0
2850001	405.90	358.90	0	0
2850002	407.40	359.00	0	0
2850003	407.40	359.00	0	0
2850004	407.70	359.10	0	0
2850005	407.90	359.20	0	0
2850006	406.90	358.90	0	0
2850007	405.80	358.50	0	0
2850008	404.60	358.10	0	0
2850009	404.50	358.00	0	0
2850010	404.40	358.10	0	0
2850011	404.40	357.80	0	0
2850012	404.30	357.50	0	0
2850013	404.40	357.60	0	0
2850014	404.40	358.00	0	0
2850015	404.40	358.60	0	0
2850016	404.40	358.80	0	0
2850017	404.50	358.80	0	0
2850018	404.70	358.60	0	0
2850019	404.80	358.40	0	0
2850020	404.80	358.50	0	0
2850021	404.70	358.80	0	0
2850022	404.60	359.20	1	0
2850023	404.60	359.10	1	0
2850024	404.70	358.90	1	1
2850025	404.70	359.00	1	1
2850026	404.80	359.30	1	1
2850027	405.80	359.90	1	1
2850028	407.60	361.30	1	1
2850029	409.80	364.30	1	1
2850030	412.70	369.00	1	1
2850031	416.90	373.50	1	1
2850032	422.80	378.50	1	1
2850033	429.20	381.60	1	1
2850034	434.30	387.90	1	1
2850035	439.10	393.70	1	1
2850036	443.40	401.60	1	1
2850037	450.00	406.60	1	1
2850038	455.40	410.90	1	1
2850039	461.50	414.80	1	1
2850040	464.90	421.30	1	1
2850041	470.10	427.60	1	1
2850042	473.90	434.70	1	1
2850043	478.80	439.00	1	1
2850044	481.40	443.40	1	1
2850045	485.30	447.80	1	1
2850046	489.30	451.10	1	1
2850047	494.20	457.50	1	1
2850048	497.80	463.30	1	1
2850049	500.70	471.20	1	1
2850050	502.80	478.00	1	1
2850051	504.90	485.30	1	1
2850052	507.50	493.50	1	1
2850053	510.00	499.00	1	1
2850054	510.90	505.30	1	1
2850055	514.70	508.50	1	1
2850056	518.60	514.50	1	1
2850057	523.30	517.60	1	1
2850058	524.20	524.70	1	1
2850059	526.50	529.90	1	1
2850060	528.60	535.40	1	1
2850061	530.60	537.50	1	1
2850062	531.50	539.00	1	1
2850063	532.00	539.80	1	1
2850064	532.50	539.90	1	1
2850065	532.10	539.60	1	1
2850066	531.20	538.10	1	1
2850067	529.90	536.80	1	1
2850068	529.10	533.70	1	1
2850069	528.50	531.30	1	1
2850070	528.30	528.20	1	1
2850071	528.10	527.00	1	1
2850072	527.60	525.80	1	1
2850073	527.20	525.30	1	1
2850074	526.70	524.90	1	1
2850075	526.50	525.10	1	0
2850076	526.90	525.50	0	0
2850077	528.70	526.90	0	0
2850078	530.40	528.20	0	0
2850079	531.50	530.40	0	0
2850080	532.40	531.40	0	0
2850081	533.20	533.70	0	0
2850082	534.10	534.70	0	0
2850083	533.90	536.10	0	0
2850084	533.30	536.80	0	0
2850085	533.10	537.50	0	0
2850086	533.10	537.50	0	0
2850087	533.20	537.00	0	0
2850088	533.10	536.60	0	0
2850089	532.90	536.00	0	0
2850090	532.40	535.50	0	0
2850091	532.00	535.10	0	0
2850092	531.60	535.40	0	0
2850093	531.00	535.60	0	0
2850094	530.30	535.50	0	0
2850095	529.70	534.70	0	0
2850096	529.70	534.00	0	0
2850097	530.10	533.20	0	0
2850098	530.30	533.20	0	0
2850099	530.50	533.10	0	0
2850100	530.40	533.20	0	0
2850101	530.30	532.30	0	0
2850102	530.00	531.40	0	0
2850103	529.30	530.70	0	0
2850104	528.70	531.00	0	0
2850105	528.30	531.90	0	0
2850106	528.90	532.50	0	0
2850107	529.40	533.00	0	0
2850108	529.80	532.80	0	0
2850109	529.90	532.40	0	0
2850110	530.40	532.10	0	0
2850111	530.70	531.90	0	0
2850112	530.90	531.10	0	0
2850113	530.60	530.30	0	0
2850114	530.20	529.50	0	0
2850115	529.80	530.00	0	0
2850116	529.60	530.60	0	0
2850117	529.50	531.10	0	0
2850118	529.50	531.20	0	0
2850119	529.80	531.10	0	0
2850120	530.30	531.10	0	0
2850121	530.80	531.10	0	0
2850122	530.60	531.30	0	0
2850123	530.20	531.60	0	0
2850124	529.80	531.80	0	0
2850125	529.80	531.60	0	0
2850126	530.10	531.20	0	0
2850127	530.30	531.10	0	0
2850128	530.20	531.30	0	0
2850129	530.00	531.40	0	0
2850130	529.80	531.30	0	0
2850131	529.90	531.40	0	0
2850132	529.80	531.60	0	0
2850133	529.80	531.60	0	0
2850134	529.80	531.40	0	0
2850135	529.80	531.20	0	0
2850136	529.80	530.50	0	0
2850137	529.90	529.80	0	0
2850138	530.20	529.00	0	0
2850139	530.60	529.30	0	0
2850140	530.70	530.20	0	0
2850141	530.70	531.20	0	0
2850142	530.80	530.60	0	0
2850143	531.00	529.70	0	0
2850144	531.30	529.70	0	0
2850145	530.40	530.50	0	0
2850146	529.30	530.70	0	0
2850147	529.00	530.00	0	0
2850148	529.30	529.50	0	0
2850149	529.80	529.80	0	0
2850150	529.60	530.30	0	0
2850151	529.70	530.70	0	0
2850152	529.30	531.10	0	0
2850153	529.00	531.30	0	0
2850154	528.90	531.20	0	0
2850155	529.20	530.90	0	0
2850156	529.40	530.70	0	0
2850157	529.40	530.50	0	0
2850158	529.20	530.50	0	0
2850159	529.00	530.50	0	0
2850160	529.00	530.80	0	0
2850161	528.80	531.20	0	0
2850162	529.30	531.60	0	0
2850163	529.80	531.50	0	0
2850164	529.30	531.50	0	0
2850165	528.20	531.70	0	0
2850166	527.60	531.90	0	0
2850167	528.60	531.90	0	0
2850168	529.50	531.50	0	0
2850169	530.00	531.40	0	0
2850170	529.60	531.60	0	0
2850171	529.20	532.00	0	0
2850172	529.70	532.10	0	0
2850173	530.50	532.00	0	0
2850174	530.20	532.00	0	0
2850175	529.20	532.00	0	0
2850176	528.10	532.20	0	0
2850177	528.70	532.50	0	0
2850178	529.20	532.70	0	0
2850179	529.70	532.80	0	0
2850180	530.20	532.80	0	0
2850181	530.70	532.40	0	0
2850182	530.80	532.10	0	0
2850183	530.40	531.60	0	0
2850184	530.00	531.50	0	0
2850185	529.60	531.60	0	0
2850186	528.60	531.80	0	0
2850187	527.60	531.90	0	0
2850188	527.60	532.00	0	0
2850189	528.20	532.20	0	0
2850190	528.50	532.40	0	0
2850191	528.10	532.50	0	0
2850192	528.10	532.60	0	0
2850193	528.60	532.60	0	0
2850194	529.20	532.70	0	0
2850195	529.50	532.70	0	0
2850196	529.60	532.90	0	0
2850197	529.70	533.00	0	0
2850198	529.80	533.00	0	0
2850199	529.80	532.80	0	0
2850200	529.80	532.50	0	0
